task,eta,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,lambda,max_iter,gamma1,gamma2,r,score_sigma_begin,score_sigma_end,denoise_relax,clip_denoiser_input
Deblurring,100,01.png,24.869678497314453,0.6488556265830994,24.869678497314453,1200,0.6488556265830994,0.000198505018488504,0.28081553510833335,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.055,False
Deblurring,100,02.png,28.097267150878906,0.7242876291275024,28.097267150878906,1200,0.7242876291275024,0.00010922412911895663,0.28278979371833335,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.055,False
Deblurring,100,03.png,25.907224655151367,0.7207883596420288,25.907224655151367,1200,0.7207883596420288,0.00014543953875545412,0.28107322176333327,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.055,False
