noise,kernel_1,kernel_2,kernel_3,kernel_4,kernel_5,kernel_6,kernel_7,kernel_8,kernel_9,kernel_10,average
0.0025,37.774458748953684,37.03736768450056,35.93140084402902,36.9489985874721,36.983412061418804,37.7692745753697,35.53212111336844,35.76623862130301,28.590844290597097,29.782899039132253,35.21170155661447
0.005,34.28213473728725,33.448210035051616,32.14443697248186,33.30023384094238,34.02869824000767,34.58327456883022,32.17472348894392,32.44769941057478,28.171689169747488,28.13748686654227,32.27185873304094
0.01,31.23580414908273,30.884966441563197,30.4561219896589,30.526248114449636,31.41061728341239,31.585772923060826,30.030455998012,30.24627195085798,27.95936257498605,27.800115040370397,30.21357364654541
0.02,28.373136247907365,28.035940442766464,28.261870792933873,27.735657010759628,28.951521192278182,29.313065937587194,27.89760317121233,27.932898112705775,27.154788698468888,26.677556446620397,28.033403805324006
0.04,25.95787947518485,25.571726662772043,26.1394100189209,25.254230499267578,26.94930730547224,26.628962653023855,25.597095489501953,25.5070002419608,25.71924318586077,25.067177363804408,25.839203289576936
