noise,kernel_index,kernel_file,image_index,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,max_iter,gamma1,gamma2,alpha,score_sigma_begin,score_sigma_end,denoise_relax
0.005,1,gaussian_1_6.mat,7,ILSVRC2012_val_00044012.JPEG.png,34.41307830810547,0.9188569188117981,35.3624382019043,88,0.9381038546562195,0.00016291250358335674,3.138900728836001,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,1,ILSVRC2012_val_00000491.JPEG.png,26.946508407592773,0.6789600253105164,28.042064666748047,81,0.7404496073722839,0.00033120164880529046,3.067856620936014,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,2,ILSVRC2012_val_00002289.JPEG.png,29.202741622924805,0.8342700004577637,29.586172103881836,140,0.8720352053642273,0.0003597383329179138,3.1037037591280097,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,3,ILSVRC2012_val_00005941.JPEG.png,25.800325393676758,0.7871417999267578,26.257354736328125,121,0.8218079209327698,0.00036247557727620006,3.075275298352004,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,4,ILSVRC2012_val_00007658.JPEG.png,26.704721450805664,0.7330979704856873,28.093608856201172,98,0.8021700382232666,0.0003826171450782567,3.0858719477400007,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,5,ILSVRC2012_val_00028884.JPEG.png,23.330671310424805,0.7052431106567383,24.072681427001953,114,0.7232780456542969,0.0008389785652980208,3.1256860720839903,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,6,ILSVRC2012_val_00038157.JPEG.png,26.424936294555664,0.6713351607322693,26.95639419555664,96,0.6985439658164978,0.0007219939725473523,3.179422946236009,250,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,7,ILSVRC2012_val_00044012.JPEG.png,32.13972854614258,0.8579408526420593,33.954132080078125,88,0.899972140789032,0.0002896654768846929,3.0292037975239947,250,0.5,0.99,0.86,2.55,2.55,0.4
0.01,1,gaussian_1_6.mat,1,ILSVRC2012_val_00000491.JPEG.png,26.65172576904297,0.6551628708839417,27.747329711914062,164,0.7362664341926575,0.0005267684464342892,3.152500392351998,250,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,2,ILSVRC2012_val_00002289.JPEG.png,27.867258071899414,0.758202075958252,29.14951515197754,153,0.8892204165458679,0.0005480810068547726,3.1548924342240063,250,0.5,0.99,0.92,80.0,2.55,0.1
