noise,kernel,kernel_file,image,psnr,ssim,alpha,gamma1,gamma2,max_iter,method,architecture
0.005,9,gaussian_1_6.mat,ILSVRC2012_val_00038157.JPEG.png,27.36439814716394,0.7268185615539551,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,9,gaussian_1_6.mat,ILSVRC2012_val_00044012.JPEG.png,34.33215267865839,0.9257742762565613,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00000491.JPEG.png,27.959408746995766,0.7436144948005676,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00002289.JPEG.png,30.676021228288086,0.8812153935432434,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00005941.JPEG.png,27.91567684289545,0.8785901665687561,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00007658.JPEG.png,26.57597289354237,0.7756021022796631,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00028884.JPEG.png,23.29994230558173,0.742537796497345,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00038157.JPEG.png,27.274213967050812,0.7219005227088928,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.005,10,square_7.mat,ILSVRC2012_val_00044012.JPEG.png,31.942773666543705,0.8753041625022888,0.86,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00000491.JPEG.png,29.741377650665683,0.8045317530632019,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00002289.JPEG.png,33.967345261172234,0.9317271113395691,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00005941.JPEG.png,31.009320279034725,0.9209257960319519,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00007658.JPEG.png,30.71861771998782,0.863318145275116,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00028884.JPEG.png,27.762450269870524,0.8691348433494568,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00038157.JPEG.png,28.924692790588796,0.7790929675102234,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,1,blur_1.mat,ILSVRC2012_val_00044012.JPEG.png,34.9373669867619,0.9233932495117188,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00000491.JPEG.png,29.416982292698467,0.7947918772697449,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00002289.JPEG.png,33.388064426820975,0.9256599545478821,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00005941.JPEG.png,30.61912184796475,0.91679447889328,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00007658.JPEG.png,30.36219893919006,0.8554355502128601,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00028884.JPEG.png,26.810109162424475,0.8434464931488037,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00038157.JPEG.png,28.523250066353146,0.7607071399688721,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,2,blur_2.mat,ILSVRC2012_val_00044012.JPEG.png,34.62444547214772,0.920279324054718,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00000491.JPEG.png,29.491521790277634,0.7963255047798157,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00002289.JPEG.png,33.28862096778585,0.9332780241966248,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00005941.JPEG.png,30.463298552146625,0.918822705745697,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00007658.JPEG.png,30.074243410825613,0.8539392948150635,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00028884.JPEG.png,25.951208585317993,0.8161840438842773,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00038157.JPEG.png,28.45537295762083,0.7596132159233093,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,3,blur_3.mat,ILSVRC2012_val_00044012.JPEG.png,35.35444281709881,0.9326578974723816,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00000491.JPEG.png,29.001316959427168,0.7764873504638672,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00002289.JPEG.png,33.17012492661068,0.9188463091850281,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00005941.JPEG.png,30.347461820649567,0.9138195514678955,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00007658.JPEG.png,30.027941865383806,0.8478450775146484,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00028884.JPEG.png,27.197532014963677,0.8503677845001221,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00038157.JPEG.png,28.363376349911007,0.7562389373779297,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,4,blur_4.mat,ILSVRC2012_val_00044012.JPEG.png,34.21055993276278,0.9128994941711426,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00000491.JPEG.png,30.493058839812544,0.8328885436058044,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00002289.JPEG.png,34.52496418356175,0.9462229609489441,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00005941.JPEG.png,31.547064604518322,0.933377742767334,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00007658.JPEG.png,31.273347633989722,0.8808584213256836,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00028884.JPEG.png,26.846093260528512,0.8462551236152649,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00038157.JPEG.png,29.16028163604596,0.7909439206123352,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,5,blur_5.mat,ILSVRC2012_val_00044012.JPEG.png,37.37338208597675,0.9573947787284851,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00000491.JPEG.png,30.295808980144365,0.8243329524993896,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00002289.JPEG.png,34.5798195666777,0.9410557746887207,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00005941.JPEG.png,31.796216838186208,0.9326512217521667,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00007658.JPEG.png,31.75190040770639,0.8825864195823669,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00028884.JPEG.png,27.713549022930053,0.8639482855796814,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00038157.JPEG.png,29.30364208555361,0.7922019362449646,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,6,blur_6.mat,ILSVRC2012_val_00044012.JPEG.png,36.89661488473174,0.9494749903678894,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00000491.JPEG.png,29.459511561814402,0.7968733310699463,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00002289.JPEG.png,33.12516487211219,0.9307778477668762,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00005941.JPEG.png,29.799602159461042,0.9132760167121887,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00007658.JPEG.png,29.88830278260281,0.8561735153198242,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00028884.JPEG.png,25.707902108251268,0.8103657364845276,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00038157.JPEG.png,28.41813090392137,0.7565693855285645,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,7,blur_7.mat,ILSVRC2012_val_00044012.JPEG.png,35.59004579038497,0.9382407069206238,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00000491.JPEG.png,29.183753350574165,0.7872850298881531,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00002289.JPEG.png,33.14459571810348,0.9246429800987244,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00005941.JPEG.png,29.764233061873377,0.9113950729370117,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00007658.JPEG.png,29.52225663964958,0.8438801169395447,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00028884.JPEG.png,25.84449419996841,0.8158971667289734,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00038157.JPEG.png,28.278831731915368,0.7520790100097656,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,8,blur_8.mat,ILSVRC2012_val_00044012.JPEG.png,34.80764573852477,0.9278936982154846,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00000491.JPEG.png,27.569498804877796,0.735267162322998,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00002289.JPEG.png,29.797586523374846,0.8911893367767334,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00005941.JPEG.png,26.40253187998026,0.8620150685310364,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00007658.JPEG.png,26.778161951912733,0.7693486213684082,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00028884.JPEG.png,23.15302309803684,0.6784722208976746,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00038157.JPEG.png,26.870044395459878,0.697435200214386,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,9,gaussian_1_6.mat,ILSVRC2012_val_00044012.JPEG.png,32.63669610841887,0.8988319039344788,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00000491.JPEG.png,26.55095123476983,0.679286003112793,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00002289.JPEG.png,28.743123037882285,0.8420522809028625,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00005941.JPEG.png,26.208243792783378,0.8474003672599792,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00007658.JPEG.png,25.47959046945108,0.7231626510620117,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00028884.JPEG.png,22.459556159327406,0.6737836003303528,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00038157.JPEG.png,26.193448600744343,0.6673483848571777,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.01,10,square_7.mat,ILSVRC2012_val_00044012.JPEG.png,29.6661745300783,0.8216211795806885,0.92,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00000491.JPEG.png,27.53223230578896,0.7044327259063721,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00002289.JPEG.png,30.936478165692236,0.8937377333641052,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00005941.JPEG.png,28.23962518078043,0.8737632632255554,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00007658.JPEG.png,27.67207925820633,0.7817369103431702,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00028884.JPEG.png,24.45826325966204,0.7470100522041321,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00038157.JPEG.png,26.971130310661188,0.6849047541618347,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,1,blur_1.mat,ILSVRC2012_val_00044012.JPEG.png,32.004573903674675,0.8555085062980652,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00000491.JPEG.png,27.318046592769115,0.6976086497306824,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00002289.JPEG.png,30.39899411458791,0.8849453330039978,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00005941.JPEG.png,27.917454309533582,0.8700728416442871,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00007658.JPEG.png,27.115869346294414,0.7673870921134949,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00028884.JPEG.png,23.860498736308227,0.719757080078125,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00038157.JPEG.png,26.74945310399799,0.6731179356575012,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,2,blur_2.mat,ILSVRC2012_val_00044012.JPEG.png,31.668569821692593,0.8543078899383545,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00000491.JPEG.png,27.71658445567129,0.716775119304657,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00002289.JPEG.png,30.8694364809911,0.9077906608581543,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00005941.JPEG.png,28.21544163383823,0.8809760212898254,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00007658.JPEG.png,27.560926643096156,0.7836034893989563,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00028884.JPEG.png,23.854881323185616,0.7093267440795898,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00038157.JPEG.png,27.087072895875895,0.6907250285148621,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,3,blur_3.mat,ILSVRC2012_val_00044012.JPEG.png,33.01510326838582,0.8884015083312988,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00000491.JPEG.png,26.841248370306822,0.6724398732185364,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00002289.JPEG.png,30.370744872851056,0.8823628425598145,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00005941.JPEG.png,27.40279710611886,0.8641924858093262,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00007658.JPEG.png,26.96247928328426,0.7611570954322815,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00028884.JPEG.png,24.02911374005544,0.7204606533050537,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00038157.JPEG.png,26.560592112741197,0.6651213765144348,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,4,blur_4.mat,ILSVRC2012_val_00044012.JPEG.png,30.969460625391015,0.8237162232398987,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00000491.JPEG.png,28.575262535740322,0.756652295589447,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00002289.JPEG.png,32.06249022926436,0.9210310578346252,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00005941.JPEG.png,29.08012962796004,0.897075355052948,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00007658.JPEG.png,28.623202623165106,0.8137578964233398,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00028884.JPEG.png,24.861013883570028,0.7553665041923523,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00038157.JPEG.png,27.715767877812134,0.7213296890258789,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,5,blur_5.mat,ILSVRC2012_val_00044012.JPEG.png,34.510524907107374,0.9206211566925049,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00000491.JPEG.png,28.328064146491563,0.7414471507072449,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00002289.JPEG.png,31.815340630324577,0.9106965065002441,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00005941.JPEG.png,29.211583306854003,0.8943511843681335,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00007658.JPEG.png,28.96436195618406,0.815291702747345,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00028884.JPEG.png,25.05977650165072,0.7622840404510498,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00038157.JPEG.png,27.612190804242537,0.7107242941856384,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,6,blur_6.mat,ILSVRC2012_val_00044012.JPEG.png,34.03950918370156,0.9035322070121765,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00000491.JPEG.png,27.767341805803657,0.7206112742424011,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00002289.JPEG.png,30.740229998081425,0.8989315032958984,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00005941.JPEG.png,27.29207810267594,0.8699345588684082,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00007658.JPEG.png,27.45464061352411,0.7811949849128723,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00028884.JPEG.png,24.021783861096967,0.7169305682182312,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00038157.JPEG.png,27.221873252883757,0.6905509829521179,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,7,blur_7.mat,ILSVRC2012_val_00044012.JPEG.png,32.79520832694619,0.8862941265106201,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00000491.JPEG.png,27.418868824190454,0.7053825259208679,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00002289.JPEG.png,30.564004580415286,0.8907120823860168,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00005941.JPEG.png,27.489651482649947,0.869499683380127,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00007658.JPEG.png,27.0292156831256,0.7633647918701172,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00028884.JPEG.png,23.783975557671894,0.7097914218902588,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
0.02,8,blur_8.mat,ILSVRC2012_val_00038157.JPEG.png,26.9467798304786,0.6806719899177551,0.96,0.5,0.99,1200,Gaussian-PnPPDS,DnCNN_nobn_nch_3_nlev_0.01
