noise,kernel_index,kernel_file,image_index,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,max_iter,gamma1,gamma2,alpha,score_sigma_begin,score_sigma_end,denoise_relax
0.0025,1,gaussian_1_6.mat,1,ILSVRC2012_val_00000491.JPEG.png,28.400480270385742,0.7774581909179688,28.400480270385742,150,0.7774581909179688,0.00012122333282604814,4.0977956325400005,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,2,ILSVRC2012_val_00002289.JPEG.png,29.803394317626953,0.9245302081108093,29.803394317626953,150,0.9245302081108093,0.0002515208616387099,4.102991583953334,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,3,ILSVRC2012_val_00005941.JPEG.png,26.708818435668945,0.8776874542236328,26.708818435668945,150,0.8776874542236328,0.0001627497695153579,4.1031543495000005,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,4,ILSVRC2012_val_00007658.JPEG.png,27.480195999145508,0.8093417286872864,27.511089324951172,94,0.809629499912262,0.00023282178153749555,4.11044040678,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,5,ILSVRC2012_val_00028884.JPEG.png,23.574382781982422,0.7032678723335266,23.579025268554688,122,0.7028965950012207,0.0005129061173647642,4.102846113320002,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,6,ILSVRC2012_val_00038157.JPEG.png,27.293865203857422,0.7325490117073059,27.293865203857422,150,0.7325490117073059,0.00010321753507014364,4.128935898266667,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,1,gaussian_1_6.mat,7,ILSVRC2012_val_00044012.JPEG.png,36.010372161865234,0.9472816586494446,36.010372161865234,150,0.9472816586494446,0.00011939783144043759,4.12793452134,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,1,ILSVRC2012_val_00000491.JPEG.png,29.100351333618164,0.7916151881217957,29.108787536621094,141,0.7917904257774353,0.0005466155125759542,4.1210303286000025,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,2,ILSVRC2012_val_00002289.JPEG.png,32.61884307861328,0.934967041015625,32.61884307861328,150,0.934967041015625,0.0004664307343773544,4.114130658633337,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,3,ILSVRC2012_val_00005941.JPEG.png,27.644466400146484,0.8558935523033142,27.644466400146484,150,0.8558935523033142,0.00069429975701496,4.113186011113333,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,4,ILSVRC2012_val_00007658.JPEG.png,29.695852279663086,0.8500500321388245,29.7366886138916,136,0.8559258580207825,0.0007840888574719429,4.117698191386668,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,5,ILSVRC2012_val_00028884.JPEG.png,24.931455612182617,0.7768427729606628,24.931455612182617,150,0.7768427729606628,0.0011469137389212847,4.117701215526668,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,6,ILSVRC2012_val_00038157.JPEG.png,27.75789451599121,0.7430971264839172,27.772167205810547,136,0.7436097264289856,0.0005115606472827494,4.116600842406666,150,0.5,0.99,0.82,2.55,2.55,0.4
0.0025,2,square_7.mat,7,ILSVRC2012_val_00044012.JPEG.png,35.55724334716797,0.9282603859901428,35.55724334716797,150,0.9282603859901428,0.0002244817151222378,4.117970119933337,150,0.5,0.99,0.82,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,1,ILSVRC2012_val_00000491.JPEG.png,28.058837890625,0.7569901347160339,28.08283805847168,105,0.7576397061347961,0.0001502021768828854,4.121955749179991,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,2,ILSVRC2012_val_00002289.JPEG.png,29.242385864257812,0.9094454646110535,29.242385864257812,150,0.9094454646110535,0.00021510387887246907,4.119589453213339,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,3,ILSVRC2012_val_00005941.JPEG.png,26.366558074951172,0.8651453852653503,26.366558074951172,150,0.8651453852653503,0.0001606310688657686,4.096308438973332,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,4,ILSVRC2012_val_00007658.JPEG.png,27.225849151611328,0.7911046147346497,27.331661224365234,92,0.7962639331817627,0.00023435155162587762,3.9900183367333373,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,5,ILSVRC2012_val_00028884.JPEG.png,23.428722381591797,0.6878601908683777,23.438066482543945,126,0.6876091361045837,0.0005647829384543002,4.118387675800005,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,6,ILSVRC2012_val_00038157.JPEG.png,26.920211791992188,0.7165560722351074,26.920211791992188,150,0.7165560722351074,0.00010267404286423698,4.12109005844001,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,1,gaussian_1_6.mat,7,ILSVRC2012_val_00044012.JPEG.png,35.12125015258789,0.9329190850257874,35.3624382019043,88,0.9381038546562195,0.000155618428834714,4.124913309433335,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,1,ILSVRC2012_val_00000491.JPEG.png,27.807476043701172,0.7232763767242432,28.042064666748047,81,0.7404496073722839,0.00040894924313761294,4.110928621100005,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,2,ILSVRC2012_val_00002289.JPEG.png,29.577926635742188,0.8685231804847717,29.586172103881836,140,0.8720352053642273,0.00044639274710789323,4.109809314353333,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,3,ILSVRC2012_val_00005941.JPEG.png,26.2027645111084,0.8134621977806091,26.257354736328125,121,0.8218079209327698,0.0005767308175563812,4.109872699253331,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,4,ILSVRC2012_val_00007658.JPEG.png,27.859169006347656,0.7867918014526367,28.093608856201172,98,0.8021700382232666,0.00047216087114065886,4.110705389886667,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,5,ILSVRC2012_val_00028884.JPEG.png,24.002351760864258,0.725925624370575,24.072681427001953,114,0.7232780456542969,0.0011098621180281043,4.109601165146668,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,6,ILSVRC2012_val_00038157.JPEG.png,26.839521408081055,0.691174328327179,26.95639419555664,96,0.6985439658164978,0.0003728578158188611,4.155041379866659,150,0.5,0.99,0.86,2.55,2.55,0.4
0.005,2,square_7.mat,7,ILSVRC2012_val_00044012.JPEG.png,33.416019439697266,0.8867876529693604,33.954132080078125,88,0.899972140789032,0.0004279517743270844,4.128127846140003,150,0.5,0.99,0.86,2.55,2.55,0.4
0.01,1,gaussian_1_6.mat,1,ILSVRC2012_val_00000491.JPEG.png,27.22844886779785,0.6942002773284912,27.729555130004883,104,0.7360616326332092,0.0006232280284166336,4.126219219346677,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,2,ILSVRC2012_val_00002289.JPEG.png,28.380258560180664,0.8061712384223938,29.0067081451416,102,0.8901792168617249,0.0006248740828596056,4.124756223326671,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,3,ILSVRC2012_val_00005941.JPEG.png,25.713321685791016,0.8128377795219421,26.222728729248047,101,0.852311372756958,0.0007753656827844679,4.127409228413332,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,4,ILSVRC2012_val_00007658.JPEG.png,26.44188690185547,0.7070487141609192,27.135574340820312,107,0.7714236378669739,0.0006971536204218864,3.3044347252999917,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,5,ILSVRC2012_val_00028884.JPEG.png,23.141639709472656,0.6478579640388489,23.290836334228516,107,0.6637118458747864,0.0014343677321448922,3.101517354506674,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,6,ILSVRC2012_val_00038157.JPEG.png,26.531391143798828,0.6669688820838928,27.03748893737793,95,0.6986598968505859,0.000493960571475327,3.0740897683466515,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,1,gaussian_1_6.mat,7,ILSVRC2012_val_00044012.JPEG.png,32.2912712097168,0.8647708892822266,34.864139556884766,96,0.9253050684928894,0.0005920580588281155,3.187135942119979,150,0.5,0.99,0.92,80.0,2.55,0.1
0.01,2,square_7.mat,1,ILSVRC2012_val_00000491.JPEG.png,25.442846298217773,0.571321964263916,27.558744430541992,96,0.7071256637573242,0.0009621237986721098,3.159394247186671,150,0.5,0.99,0.92,80.0,2.55,0.1
