task,eta,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,lambda,max_iter,gamma1,gamma2,r,score_sigma_begin,score_sigma_end,denoise_relax,clip_denoiser_input
Deblurring,100,01.png,24.875368118286133,0.6487878561019897,24.889812469482422,1170,0.6556636095046997,0.0002412856265436858,0.27959052051583333,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.06,False
Deblurring,100,02.png,28.179040908813477,0.7365615367889404,28.179040908813477,1200,0.7365615367889404,0.00012131679250160232,0.2836975979783333,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.06,False
Deblurring,100,03.png,25.99562644958496,0.7287935614585876,25.99562644958496,1200,0.7287935614585876,0.00017162498261313885,0.2869287183825001,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.06,False
