task,eta,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,lambda,max_iter,gamma1,gamma2,r,score_sigma_begin,score_sigma_end,denoise_relax,clip_denoiser_input
Deblurring,100,01.png,24.896238327026367,0.6651408076286316,24.896238327026367,1200,0.6651408076286316,0.00026339481701143086,0.282821540525,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.065,False
Deblurring,100,02.png,28.06026840209961,0.7506728172302246,28.06026840209961,1200,0.7506728172302246,0.00012077130668330938,0.28659721660916665,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.065,False
Deblurring,100,03.png,25.945951461791992,0.7392846345901489,25.945951461791992,1200,0.7392846345901489,0.00016661731933709234,0.28617955283666663,0.00125,1200,0.5,0.99,1.0,80.0,16.0,0.065,False
