task,eta,image,final_psnr,final_ssim,best_psnr,best_iter,ssim_at_best_psnr,final_update,runtime_per_iter,lambda,max_iter,gamma1,gamma2,r,score_sigma_begin,score_sigma_end,denoise_relax,clip_denoiser_input
Deblurring,100,01.png,23.97191047668457,0.520315408706665,24.556629180908203,1009,0.5680415630340576,0.0004308384086471051,0.2774185878341667,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.035,False
Deblurring,100,02.png,26.932523727416992,0.5760215520858765,27.651716232299805,1038,0.6185490489006042,0.0002799013745971024,0.28069169624583334,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.035,False
Deblurring,100,03.png,24.798017501831055,0.5791275501251221,25.680950164794922,1057,0.6409343481063843,0.00039756164187565446,0.2767121520975,0.00125,1200,0.5,0.99,1.0,80.0,18.0,0.035,False
